I1,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,P(Mid),Y1,Y2,C3_Prime,C5_Prime,C6_Prime,industry,industry_1,industry_2,industry_3,industry_4,industry_5,S1_Prime,S2_Prime,S3_Prime,T3_Prime,T4_Prime,T5_Prime,market_cap
AVAV,2.833213344056216,2.519842099789747,2.6390573296152584,2.8816920477988734,4.762173934797756,True,0.8527018983281597,0.002756461109020153,0.3550784696867591,0.3630050972219167,4.937038985892002,5.793013608384144,9.156095357123787,9.00724451596575,2.436077203292199,5.940171252720432,4.07753744390572,4.07753744390572,4.394449154672439,2.70805020110221,0,1,1,0.996920160619393,2.371262202993375,1.0,1,0,0,0,0,-5.078557913218067,-5.078557913218067,-4.761646202451348,0.7425228143974844,0.4060176234384295,0.04011824324324324,18.55083142841741
AVEO,2.1972245773362196,2.46621207433047,2.5649493574615367,2.0793131184796754,4.454347296253507,True,-1.1421647591853834,0.049754821648229856,0.35147058411920507,0.3605702900225225,3.0310511536783458,6.1070228877422545,9.61273410155986,9.510222717509283,2.604308523587083,6.70808408385307,4.59511985013459,4.584967478670572,5.241747015059643,2.6390573296152584,1,0,0,1.1920631990141484,0.0,1.0,1,0,0,0,0,-5.017614251425271,-5.027766622889289,-4.370987086500218,0.814628768650056,0.4828547477443068,0.05476795506219072,18.209959712636714
AVGO,2.70805020110221,2.46621207433047,2.5649493574615367,2.5292563081091677,5.857933154483459,True,0.7047298732064892,0.059353423385064455,0.33795091421592666,0.3488162712783917,7.4377951216719325,6.733401891837359,10.003649579435109,9.879297313734911,2.7803981823681156,7.273786317844895,4.852030263919617,5.780743515792329,5.752572638825633,2.6390573296152584,0,1,1,1.6975174814349305,1.9258567855541788,1.0,1,0,0,0,0,-5.151619315515492,-4.22290606364278,-4.251076940609476,0.7798103488203925,0.30250000000000005,0.0652282082598272,20.289401254316548
AVNC,2.302585092994046,2.4101422641752306,2.4849066497880004,2.1544346900318834,4.343805421853684,True,-2.5391180520390084,0.08987183041029774,0.3533932067463366,0.36393587186373255,4.592588484196865,5.58724865840025,8.835937789319836,8.734077192559303,2.3151907936421487,6.1092475827643655,3.5553480614894135,3.9318256327243257,4.442651256490317,2.5649493574615367,1,0,0,1.333263373607252,0.0,1.0,1,0,0,0,0,-5.280589727830423,-4.90411215659551,-4.39328653282952,0.8156897590768418,0.33267404508409426,0.06543550966991421,17.909855120186375
AVR,3.7612001156935624,3.5033980603867243,3.6888794541139363,3.3728518566188654,4.499809670330265,True,3.37665670834691,-0.01458233982616616,0.35025872232815997,0.36051774895947086,6.841046938822307,6.16541785423142,9.493185766536437,9.37568530456302,2.5902071060208813,6.129050210060545,4.624972813284271,4.31748811353631,5.043425116919247,3.7256934272366524,0,0,1,1.3557915356089574,1.5346678229284634,1.0,1,0,0,0,0,-4.868212953252166,-5.175697653000126,-4.44976064961719,0.7905701191836413,0.4025316008756443,0.03459190594619037,19.78040869739888
AVRX,2.3513752571634776,2.2894284851066633,2.302585092994046,2.117168387263181,5.003946305945459,False,-1.1768719218995578,-0.02469393686831301,0.3611277175720549,0.3708569675360606,0.6418538861723947,5.598421958998375,8.757783656334167,8.662158961666423,2.2946976768566785,5.87493073085203,4.143134726391533,3.6375861597263857,4.276666119016055,2.3978952727983707,1,0,0,1.1172208581440337,0.0,1.0,1,0,0,0,0,-4.614648929942635,-5.120197496607782,-4.481117537318113,0.8259265851825482,0.292400548696845,0.0559748427672956,17.17848672680623
AWAY,3.295836866004329,3.0000000000000004,3.1780538303479458,3.4259263400043523,4.700480365792417,True,0.5943921952763128,0.01929958934297418,0.3446886142022458,0.38321394385658,5.123273264724311,6.659293919683638,10.182292842675238,10.002382209510342,2.87098773937074,7.067319848653476,4.820281565605037,5.056245805348308,5.676753802268282,3.2386784521643803,0,1,1,4.6030404697515666,1.805165505978112,2.0,0,1,0,0,0,-5.362011277070202,-5.126047037326931,-4.5055390404069575,0.6978010354659582,0.5154503616042078,0.04437970564867012,16.888203872654394
AWK,3.044522437723423,2.9624960684073707,3.1780538303479458,2.7412948034142475,5.472270673671475,True,-1.2886587425420977,0.00430373527330501,0.3402901213241879,0.34680600279959567,7.702653217858205,6.663132695990803,9.989711119284745,9.909121651153221,2.8153877964660046,7.104144092987527,4.927253685157205,5.700443573390687,5.5134287461649825,3.2188758248682006,1,0,0,1.0147308046874077,0.0,3.0,0,0,1,0,0,-5.062457434127541,-4.2892675458940595,-4.476282373119763,0.851139757712785,0.40451549448774976,0.055823127379478005,20.920476006234118
AYR,3.1354942159291497,2.843866979851566,3.044522437723423,2.985111431726801,4.204692619390966,True,-0.2714417616594906,0.012708623146163443,0.3478003866849652,0.3604887412848401,3.4958406724787765,6.304448802421981,9.509407389294527,9.413199579987685,2.6300943740879763,6.570882962339584,4.1588830833596715,4.430816798843313,5.1647859739235145,3.091042453358316,0,1,0,1.7064057192742992,1.6565038123598101,2.0,0,1,0,0,0,-5.350524305934855,-5.078590590451213,-4.344621415371013,0.8249639268665344,0.36616879839844396,0.05294379356369568,19.158278687082646
BAGL,2.8903717578961645,2.7589241763811208,2.9444389791664403,2.6318566022828622,4.07753744390572,True,-0.8706587691173612,0.002046754742247154,0.3561879172641424,0.3654989156570514,5.966049298479071,6.248042874508429,9.478457288933123,9.387398099095039,2.615320972023661,6.63200177739563,4.605170185988092,5.117993812416755,5.241747015059643,2.995732273553991,1,1,0,1.1436094908654988,0.0,4.0,0,0,0,1,0,-4.873287102945032,-4.360463476516369,-4.236710273873482,0.8335026647997105,0.38310592654392817,0.05804971319311664,18.31532022829454
BAH,2.833213344056216,2.6684016487219453,2.833213344056216,2.6800542054826817,5.003946305945459,True,-0.7774980097342586,-0.012062164680420817,0.34204393731291355,0.35706594490877014,8.378211084890046,6.448889394146858,9.931880627037346,9.813125112455737,2.7863840504597186,6.913737350659685,4.74493212836325,5.087596335232384,5.111987788356544,2.8903717578961645,1,1,0,2.153607260890654,0.0,2.0,0,1,0,0,0,-5.186948498674096,-4.844284291804962,-4.819892838680802,0.7885881934652157,0.5483496234577792,0.048891912908242616,19.287781231635748
BALT,2.6390573296152584,2.519842099789747,2.6390573296152584,2.4078447032368646,4.990432586778736,True,-5.408400277317801,0.04638015077402592,0.353489552167522,0.3558966135817236,4.592588484196865,5.19295685089021,8.3774712482411,8.338783971442199,2.154434690031884,5.3981627015177525,2.1972245773362196,3.6109179126442243,4.0943445622221,2.70805020110221,1,0,0,0.3207973519062748,0.0,3.0,0,0,1,0,0,-6.1802466709048804,-4.766553335596876,-4.283126686018999,0.9255431231692776,0.308641975308642,0.050827966881324745,19.24573299539225
BARE,3.091042453358316,2.5712815906582356,2.70805020110221,3.0055452850494535,4.51085950651685,True,0.6542132620377179,0.050890498603735436,0.34412712951777497,0.35603843514505,5.557966409674556,7.158513997329321,10.642181548052044,10.51058652847062,3.0991240026497757,7.851271997109883,5.652489180268651,6.354370040797351,6.386879319362645,2.772588722239781,0,1,1,1.6936422523371968,3.3471647504108475,1.0,1,0,0,0,0,-4.989692367783393,-4.287811507254693,-4.2553022286893984,0.768595820125182,0.4754022013959333,0.061365373590674566,19.67914173356237
BAS,2.995732273553991,2.2894284851066633,2.3978952727983707,2.780648883260618,7.643482907077201,True,0.7719442629361644,0.01076544990065678,0.35053789444541983,0.3579492752959716,5.741405758752642,6.306275286948016,9.436120444611522,9.32375833901174,2.575711054615307,6.476972362889683,4.330733340286331,4.844187086458591,4.836281906951478,2.4423470353692043,0,1,1,0.99429889865689,4.196691337474689,5.0,0,0,0,0,1,-5.1053871043251915,-4.591933358152931,-4.599838537660045,0.7987364709596252,0.28392562203633653,0.05186308146493258,19.33697147582652
BBBB,2.6390573296152584,2.46621207433047,2.5649493574615367,2.7148699545026838,4.653960350157523,True,-1.2785432646305397,0.00549637470275211,0.35265540940099543,0.3646778597044102,4.526970778392638,5.961005339623274,9.243484970568485,9.128587870103924,2.4928828716784346,6.313548046277095,3.4965075614664802,4.02535169073515,4.48863636973214,2.6390573296152584,0,1,0,1.5208616885695059,0.0,2.0,0,1,0,0,0,-5.746977409102005,-5.218133279833335,-4.754848600836345,0.7946971336072078,0.3826123923902647,0.053400406307439294,18.159315979817958
BBG,3.2188758248682006,2.843866979851566,2.995732273553991,3.0740814843006015,5.472270673671475,True,-1.608290303435623,0.019731083271667373,0.3491161188646232,0.35764238700740064,4.3232846146501185,6.386879319362645,9.64088826045181,9.53285855926342,2.650868874225654,6.643789733147672,3.871201010907891,5.0238805208462765,5.181783550292085,3.068052935133617,0,1,0,1.1576545309770623,2.5344079845856546,5.0,0,0,0,0,1,-5.769687249543919,-4.617007739605534,-4.459104710159725,0.8056874407030415,0.34126052897096665,0.04993173395748001,19.599335740294013
BBND,2.5649493574615367,2.2894284851066633,2.302585092994046,2.5712815906582356,4.418840607796598,True,0.5428835233189812,-0.061579848740387674,0.3469090538920275,0.35917843793763443,5.174023179275996,5.958424693029782,9.266815218904162,9.162199996648248,2.532798582594292,6.289715570908998,3.4657359027997265,4.61512051684126,4.8283137373023015,2.3978952727983707,0,1,1,1.6748942599037417,2.6295358943292957,1.0,1,0,0,0,0,-5.801079316104435,-4.651694702062902,-4.43850148160186,0.8112082756072186,0.46535664923982933,0.050940364804838864,18.75070365689367
BBRG,2.6390573296152584,2.519842099789747,2.6390573296152584,2.5172145152748016,4.709530201312334,True,0.5646216173286169,0.03611721593918047,0.35463863473506996,0.3597196582581332,5.742070060273676,6.1463292576688975,9.305832353435404,9.194414221425923,2.537572993164711,6.318968113746434,4.343805421853684,4.59511985013459,4.820281565605037,2.70805020110221,1,1,1,0.6549259677397475,0.0,4.0,0,0,0,1,0,-4.962026931581719,-4.7107125033008135,-4.485550787830366,0.8002458676102617,0.3268803103320204,0.0504453735684421,18.75715298057358
BBW,2.995732273553991,2.620741394208897,2.772588722239781,2.925965755545217,4.343805421853684,True,0.7719442629361644,0.010983105662161895,0.35452214240185165,0.36208516456925666,5.36444212893948,5.87493073085203,9.120087382998621,9.010180657052349,2.445694999324504,5.8998973535824915,3.8918202981106265,3.9512437185814275,4.553876891600541,2.833213344056216,0,1,1,0.9605591367482981,2.6034991753306884,4.0,0,0,0,1,0,-5.228267084887994,-5.168843664417193,-4.566210491398079,0.80266852029021,0.3613495770736018,0.039947466345627666,18.82374296744422
BCOV,2.3978952727983707,2.2894284851066633,2.302585092994046,2.427236053708521,5.176149732573829,True,-1.6809877033994818,0.051526532500396634,0.3523146017433776,0.3654989156570514,4.097157269516291,6.428105272684596,9.713899659750128,9.62317823441376,2.7075887668154737,6.849066282633458,3.8501476017100584,4.812184355372417,5.25227342804663,2.3978952727983707,0,1,0,1.662980082204748,0.0,2.0,0,1,0,0,0,-5.8637520580400695,-4.901715304377711,-4.461626231703498,0.8340659102471214,0.4051456176385383,0.05699262661670494,17.822843743196746
BDAY,2.740840023925201,2.46621207433047,2.5649493574615367,2.5560665894060755,4.564348191467836,False,-0.6979532046908885,0.018065909915302072,0.36265259630963703,0.36946359548495433,3.63260006558272,5.697093486505405,8.886132618174951,8.767640577257792,2.41014226417523,5.598421958998375,3.4011973816621555,3.871201010907891,4.574710978503383,2.6390573296152584,0,1,0,0.7810996770576524,2.2045556915418465,4.0,0,0,0,1,0,-5.484935236512796,-5.014931607267061,-4.311421639671569,0.7890038474116144,0.4325931264357462,0.03733923385423869,17.719501391695157
BDE,2.5649493574615367,2.46621207433047,2.4849066497880004,2.330040707351206,5.365976015021851,False,0.8572618882313394,0.03228429921272611,0.34613165913897187,0.35734826980727885,4.9632781027307065,5.811140992976701,9.093132171070641,8.994668835500674,2.4532553179003713,6.150602768446279,3.4965075614664802,4.672828834461906,4.584967478670572,2.6026896854443837,1,0,1,1.5584564602569198,0.0,5.0,0,0,0,0,1,-5.596624609604161,-4.420303336608735,-4.50816469240007,0.8212508524935692,0.4260102549392234,0.05273217899707668,18.983149600870195
BEAT,2.8903717578961645,2.7144176165949063,2.8903717578961645,2.6061001127817303,5.3706380281276624,True,1.4244021294130649,-0.03834154622795221,0.35330202245778913,0.36641683208558784,4.290349846101978,6.171700597410915,9.312896960301275,9.20079495913265,2.5048563546461438,6.3561076606958915,3.6635616461296463,4.727387818712341,4.983606621708336,2.9444389791664403,1,0,1,1.6333220465322755,0.0,2.0,0,1,0,0,0,-5.649335314171628,-4.585509141588934,-4.329290338592938,0.7991520888451564,0.26590278110712556,0.05198555956678701,18.209959712636714
BECN,2.5649493574615367,2.4101422641752306,2.4849066497880004,2.2008261255136423,4.770684624465665,True,0.5646216173286169,0.019835982850230017,0.3523189849612728,0.35734826980727885,6.327115017600452,5.968707559985366,9.147507062804614,9.040026434306505,2.455127320557885,6.045005314036012,4.04305126783455,4.382026634673881,4.543294782270004,2.5649493574615367,0,0,1,0.6691249052803444,0.0,5.0,0,0,0,0,1,-5.104455794970064,-4.765480428130732,-4.604212280534609,0.8065726886207204,0.3137145884707714,0.04493664146523267,18.983149600870195
BFAM,3.091042453358316,2.7589241763811208,2.9444389791664403,3.0481131281889144,4.532599493153256,True,0.5065797019100885,0.010500794785178772,0.346265472223869,0.35963981803993766,6.976290178949473,6.1463292576688975,9.702594610156739,9.53430615650521,2.655937511155387,6.60934924316738,4.110873864173311,4.343805421853684,5.521460917862246,2.995732273553991,0,1,1,1.8285514770214601,2.1544346900318834,2.0,0,1,0,0,0,-5.591720745983427,-5.358789188303054,-4.181133692294492,0.7142109534256729,0.5649115727982613,0.04535452322738386,19.219088435169805
BFRM,2.0794415416798357,2.2239800905693157,2.1972245773362196,2.0448213680355423,4.3694478524670215,True,-0.6382504298859907,0.0111853044880828,0.34859647384647596,0.3597196582581332,3.120159851929043,6.003887067106539,9.106866963499908,9.02485381183907,2.445694999324504,6.126869184114185,4.060443010546419,4.605170185988092,4.804021044733257,2.302585092994046,1,1,0,1.4950642333112008,0.0,1.0,1,0,0,0,0,-5.046423952953488,-4.501696777511816,-4.30284591876665,0.8487196974393949,0.27920134125895435,0.05079294665631585,18.197537192638155
BHRT,1.6582280766035324,2.519842099789747,2.6390573296152584,1.7099759466766968,5.916202062607435,False,-0.8879040017426008,-0.016128119258393494,0.35682274204861275,0.37984294903314403,4.592588484196865,5.924255797414532,9.376871242863814,9.282009658666542,2.496333247859699,6.244166900663736,3.912023005428146,4.5217885770490405,4.605170185988092,2.70805020110221,1,0,0,2.5751861528534548,0.0,2.0,0,1,0,0,0,-5.4648482374356675,-4.8550826658147725,-4.771701056875722,0.8271880940582961,0.41868512110726647,0.04359972908906197,15.569048814372131
BIOD,2.70805020110221,2.519842099789747,2.6390573296152584,4.160167646103808,4.532599493153256,True,-1.1887843905526259,0.003353816539135266,0.35457627256229435,0.3654989156570514,4.592588484196865,5.765191102784844,9.148358579620302,9.061027968789174,2.4080884530367643,6.423246963533519,4.248495242049359,4.30406509320417,4.962844630259907,2.70805020110221,0,1,0,1.3563935544014818,0.0,1.0,1,0,0,0,0,-4.899863337570943,-4.844293486416132,-4.185513949360394,0.8397414588013128,0.3736696769882371,0.0655388871156506,18.132998671500584
BIOF,2.3513752571634776,2.4101422641752306,2.5649493574615367,4.430937781168164,5.236441962829949,True,-0.31072325059538586,0.0033405857511660856,0.35081334987559715,0.36507751637655167,4.592588484196865,5.521460917862246,8.823500727991183,8.760923376338836,2.346673911387638,5.831882477283517,3.5553480614894135,3.912023005428146,4.77912349311153,2.6026896854443837,1,1,0,1.8230120127321594,0.0,1.0,1,0,0,0,0,-5.26815266650177,-4.9114777225630375,-4.044377234879654,0.8823603879572864,0.44622400000000007,0.050206124852767965,17.825113891731284
BKC,2.833213344056216,2.5712815906582356,2.70805020110221,2.596247050925552,4.51085950651685,True,0.7605904921522781,-0.05797847449374761,0.3414301846413706,0.35270457027395513,0.6626879730752367,6.405228458030842,9.905335843393745,9.782167017299573,2.7672032357337373,7.102499355774649,5.384495062789089,5.5254529391317835,4.997212273764115,2.772588722239781,0,1,1,1.671840453990621,1.8420157493201932,4.0,0,0,0,1,0,-4.520840780604657,-4.379882904261962,-4.90812356962963,0.7816582517431837,0.5507847824602145,0.06063782003293906,19.86759972688869
BKRS,2.0476928433652555,2.0,1.9459101490553132,2.0238803951673976,6.492239835020471,False,0.9654893846056297,-0.045701373246791265,0.365417117914422,0.37312931225049734,4.99872464307042,5.634789603169249,8.758412389457677,8.63497622707262,2.2814091836832344,5.720311776607412,3.4011973816621555,4.189654742026425,4.48863636973214,2.0149030205422647,0,1,1,0.8487795003117111,1.4938015821857216,4.0,0,0,0,1,0,-5.3572150077955225,-4.568757647431252,-4.269776019725538,0.7812404322159412,0.25358418367346935,0.04792583280955374,16.6333116230256
BLMN,2.3978952727983707,2.46621207433047,2.5649493574615367,2.3152110792121467,4.820281565605037,True,0.9435387960633065,0.02181132592841911,0.3420813885160048,0.35603843514505,8.253556758084978,6.580639137284949,10.196903156835669,10.03793102908562,2.853638528227554,7.213768308118642,4.875197323201151,5.6240175061873385,5.648974238161206,2.6390573296152584,1,1,1,2.0141207729997515,0.0,4.0,0,0,0,1,0,-5.3217058336345175,-4.572885650648331,-4.547928918674463,0.7276433493986757,0.5609407491906179,0.05063385533184191,18.985994553002424
